a2.csv,1,Not Worth 24  The 1 star rating is not for the music (that is perfect) but the price. There are plenty of albums with these tracks on for much cheaper  ,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/price,],,,,,,,,,,,,,
a2.csv,2,Ugh... No talent whatsoever..  This soso actress,http://en.wikipedia.org/wiki/actor,],,,,,,,,,,,,,,
a2.csv,3,Bill Fay where are you?  I brought the now seemingly deleted &#039;bill fay/time of the last persecution&#039; cd originally put out by seeformiles and wasnt dissapointed.Considering the inner sleeve notes claimed this the only recordings he had done as he dissapeared into obscurity in the 70&#039;simagine my amazement in discovering this rare selection of gems Bill Fay has a wonderful very english sounding voice and some of the flourishes and incredible lyrics make it hard for me to understand why an artist of this amazing talent was sadly overlooked.His voice isnt for everyone (but that didnt hurt dylan did  it?) but if you like a voice with genuine passion and character then i fully reccomend this wonderful artist It&#039;s a shame you dont put the audio samples on so other people can hear his music as not everyone rushes out and chances on someone they havent heard of before and as Bill is unfortuantly considered to be pretty much unheard of until you do so i fear that he will still sadly be negelected      ,http://en.wikipedia.org/wiki/passion_(emotion),http://en.wikipedia.org/wiki/fear,http://en.wikipedia.org/wiki/persecution,http://en.wikipedia.org/wiki/english_language,http://en.wikipedia.org/wiki/artist,http://en.wikipedia.org/wiki/human_voice,http://en.wikipedia.org/wiki/music,http://en.wikipedia.org/wiki/recording,http://en.wikipedia.org/wiki/hearing_(sense),http://en.wikipedia.org/wiki/gemstone,http://en.wikipedia.org/wiki/sadness,http://en.wikipedia.org/wiki/shame,http://en.wikipedia.org/wiki/bill_fay,http://en.wikipedia.org/wiki/lyrics,http://en.wikipedia.org/wiki/digital_audio,]
a2.csv,4,psyclone rangers 2nd album (1994)  this album was produced by Ian caple (tindersticks,http://en.wikipedia.org/wiki/tindersticks,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/record_producer,],,,,,,,,,,,,
a2.csv,5,Amazing Treatment of Classics  I have been a marginal Genesis fan for some time,http://en.wikipedia.org/wiki/genesis_(band),http://en.wikipedia.org/wiki/Fan_(person),],,,,,,,,,,,,,
a2.csv,6,This Is What Ears Were Made For  My friends these words come to you from much joyous celebration and wonder,],,,,,,,,,,,,,,,
a2.csv,7,Magical Nektar  Though not quite in the same class as Remember the Future or A Tab in the Ocean,http://en.wikipedia.org/wiki/nektar,Remember_the_Future,http://en.wikipedia.org/wiki/A_Tab_in_the_Ocean,],,,,,,,,,,,,
a2.csv,8,Surprisingly effective  Hawkwind is in surprisingly good form on this late 80s release. Though by no means comprable to the group&#039;s glory period,http://en.wikipedia.org/wiki/1980s,http://en.wikipedia.org/wiki/hawkwind,http://en.wikipedia.org/wiki/release_(music),http://en.wikipedia.org/wiki/effectiveness,],,,,,,,,,,,
a2.csv,9,Nektar&#039;s best?  Possibly it&#039;s sure close to being their best. Bought this one way back in the mid seventies shortly after it came out and still like it quite a bit. Roye Albrighton&#039;s hot guitar is all over this one and the whole disc achieves a kind of ambient calm that&#039;s lacking on other Nektar records. Unlike some of the other reviewers,http://en.wikipedia.org/wiki/1970s,http://en.wikipedia.org/wiki/guitar,http://en.wikipedia.org/wiki/nektar,http://en.wikipedia.org/wiki/ambient_music,Roye_Albrighton ,],,,,,,,,,,
a2.csv,10,Neuronium&#039;s best psychotronic work  Though not nearly as well known as some of their German or French counterparts (Tangerine Dream,http://en.wikipedia.org/wiki/tangerine_dream,http://en.wikipedia.org/wiki/Neuronium,],,,,,,,,,,,,,
a2.csv,11,Killer KrautRock  Devastating record from this second generation krautrocker,http://en.wikipedia.org/wiki/rock_music,],,,,,,,,,,,,,,
a2.csv,12,Done Right  Perhaps Cab Volt&#039;s best allaround work. Certainly,http://en.wikipedia.org/wiki/Cabaret_Voltaire_(band),],,,,,,,,,,,,,,
a2.csv,13,No agitation  Agitation Free&#039;s name typifies this entire record. From the opening track,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/Agitation_Free,],,,,,,,,,,,,,
a2.csv,14,Dawn of the Transistor Children  Amon Duul II&#039;s third album is one of the best psychedelic freakouts you&#039;ll ever hear in my opinion,http://en.wikipedia.org/wiki/child,http://en.wikipedia.org/wiki/psychedelic,http://en.wikipedia.org/wiki/opinion,http://en.wikipedia.org/wiki/hearing_(sense),http://en.wikipedia.org/wiki/transistor_radio,http://en.wikipedia.org/wiki/Amon_Duul_II,],,,,,,,,,
a2.csv,15,Not Worth 24  The 1 star rating is not for the music (that is perfect) but the price. There are plenty of albums with these tracks on for much cheaper  ,,,,,,,,,,,,,,,,
a2.csv,16,A masterpiece  finally out of the woodwork  During the couple of months prior to this album finally being released,http://en.wikipedia.org/wiki/month,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/masterpiece,http://en.wikipedia.org/wiki/Release,],,,,,,,,,,,
a2.csv,17,mellow  This song has got it just right. The right tone,http://en.wikipedia.org/wiki/timbre,],,,,,,,,,,,,,,
a2.csv,18,Great Song  Got to admit,],,,,,,,,,,,,,,,
a2.csv,19,Seriously Underated  Its quite a shame that the majority of this genre of music is so often compared to the likes of Coldplay. As brilliant as Coldplay are,http://en.wikipedia.org/wiki/shame,http://en.wikipedia.org/wiki/music_genre,http://en.wikipedia.org/wiki/coldplay,],,,,,,,,,,,,
a2.csv,20,Amazing  This song has to be one of my all time favourites and I&#039;m not even much of a Keane fan. First time I heard this song on the radio,http://en.wikipedia.org/wiki/favourite,http://en.wikipedia.org/wiki/keane_(band),http://en.wikipedia.org/wiki/Radio,http://en.wikipedia.org/wiki/Fan_(person),],,,,,,,,,,,
a2.csv,21,Best Emotional Song Of 2004  Not only did this song play a part in rekindling a relationship with my then ex girlfriend,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/girlfriend,http://en.wikipedia.org/wiki/emotion,http://en.wikipedia.org/wiki/2004,],,,,,,,,,,,
a2.csv,22,Legends  Not moving away from their distinct originality that makes them one of the best rock bands around today,http://en.wikipedia.org/wiki/rock_music,],,,,,,,,,,,,,,
a2.csv,23,Dynamite comes in small packeges  Being a fan for years,http://en.wikipedia.org/wiki/dynamite,http://en.wikipedia.org/wiki/Fan_(person),],,,,,,,,,,,,,
a2.csv,24,Great Album  I heard the song The Sparrows And The Nightingales in a club in Israel and well,http://en.wikipedia.org/wiki/song,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/israel,],,,,,,,,,,,,
a2.csv,25,Much better than it&#039;s been rated.  This album was seen as a huge disappointment by many fans,http://en.wikipedia.org/wiki/album,http://en.wikipedia.org/wiki/fan_(person),http://en.wikipedia.org/wiki/disappointment,],,,,,,,,,,,,
