t1.csv,1,Tips for staying at the Ocean Blue Our family of five had a nice time at Ocean Blue it was beautiful! Here are some tips that I hope will be helpful. 1. The rooms are dim I took a light bulb but could have used more than one.2. We booked two rooms they put us on the second floor the kids on the third floor. We heard several people complain about this. ( The kids had a great time being away from us)3. Be sure to tip the maid. I forgot one day because we were in a hurry and we only got one clean towel and the fridge was not restocked.4. When you check out- dont leave your keys in the room. I did and the check out clerk was not happy. It was the only time an employee was rude to me.5. I took a cheap air mattress for the pool. We enjoyed using it. Left it there when we left.6. When the locals came on Friday to sell items I bought something and they acted like they could not give me change. My husband came up and demanded my change. They quickly pulled it out of their pocket.7. After 7 days we were tired of the food. At times we would be finished eating before we got our drinks. I started taking my soda with me out of the fridge from our room.8. The safari tour was educational and fun.9. The massages were wonderful.10.We never got a plug for our tub after calling several times for one.11.We were always too tired to go to the shows they dont start until 9:30 in the evening and it gets dark around 7:00.12.The photo shop takes great pictures. Book an appointment when you get there. They are not cheap but I got 20 awesome family pictures of us on the beach. Everybody wearing white shirts looks really nice. They only take cash.13. The sun rises around 5:30 and it is beautiful to watch on the beach. We were the only ones out there and I felt safe because the security men were on duty.14. Mikes Coffee Shop was so good. We also really liked the ice cream at all of the buffets.Overall this was a nice place. I dont think I would stay there again because I like to go to new places. ,http://en.wikipedia.org/wiki/Safari,,,,,,,,,,,,,,,,,
t1.csv,2,Great Hotel Located in Mong Kok as soon as you step outside the Langham Place you are in the middle of the real HK - and also the most densely populated area. Its an unusual location for a 5* but its a weel serviced hotel with very high standards - and I mean high! If you don tlike heights dont go here - there lifts are scenic (although a couple are enclosed) and the swimming pool on the 42nd floor treadmills face the view from the 41st.Its a good half hour walk from the harbour front and in a busy place like this thats not easy. however MRT is just outside the Langham Place mall (connected to the hotel) and is so efficient you are anywhere in a few minutes. So all the sights are within easy reach. Concierge are very obliging and despite other comments on the site there is no need to bribe them with big tips. Hotel breakfast is excellent (but shouldbe at the price) and the Ming Court chinese is very good indeed.Wonderful beds and pillows and glass wall in the bathroom mean you can watch the plasma TV from the bath and watch you other half have a --- while you lie on the bed! well there is a blind you can pull.....Dont miss out on MongKok though its a fascinating area of HK that you might not visit unless staying at this hotel. ,http://en.wikipedia.org/wiki/Elevator,http://en.wikipedia.org/wiki/Langham_Place_%28Hong_Kong%29,http://en.wikipedia.org/wiki/Mong_Kok,http://en.wikipedia.org/wiki/Bathing,http://en.wikipedia.org/wiki/Swimming_pool,http://en.wikipedia.org/wiki/Plasma_display,http://en.wikipedia.org/wiki/Hotel,http://en.wikipedia.org/wiki/Honk_Kong,http://en.wikipedia.org/wiki/Concierge,http://en.wikipedia.org/wiki/Breakfast,,,,,,,,
t1.csv,3,Never again We had flown into Seattle June 21 to catch the following day Alaska cruise departing from downtown. Yes we stayed here that Thursday June 21 2007 This hotel is old and the AC was not working. The room was sealed up all day and it was stifling hot. The only thing we could do to cool the room down was to open the small window. I complained to the front desk several times and the best they could do was to loan me their small desk fan to put by the window. Their advice was to leave the bathroom fan going all night with the window open. Hopefully I might get some cross ventilation. I must say I never thought of that. (Who thinks of stuff like that???) Why dont they just fix the AC system? I was so hot I could not sleep so I went downstairs to get something cool to drink at their restaurant only to find their restaurant is closed due to renovations. It was a miserable night for my family and me. I guess the cruise made up for it. To be fair the staff was nice but how do you make up for such poor facilities??? If you stay here I hope you fair better. Thanks for reading. ,http://en.wikipedia.org/wiki/Alaska,http://en.wikipedia.org/wiki/Seattle,http://en.wikipedia.org/wiki/Air_conditioning,http://en.wikipedia.org/wiki/Mechanical_fan,http://en.wikipedia.org/wiki/Fall_front_desk,http://en.wikipedia.org/wiki/Restaurant,renovation,http://en.wikipedia.org/wiki/Ventilation_(architecture),,,,,,,,,,
t1.csv,4,Bleh what a disappointment.. My husband and I stayed here for a quick trip to NOLA and regretted it greatly. It was noisy and dirty and small and nasty. You see these two beautiful pictures on most sites of its beautiful courtyard well thats about the extent of its beauty I can promise you that. Add to the price of the room about $35 in fees and you have the actual price of the room. They reel people in with their cheap price then tack on a crapload of random charges at the end to push the price up. Parking? FORGET IT. They dont voucher and the closest parking is across the street in a lot for $20/day. I will never ever stay here again. Besides I dont think it will be standing much longer from the looks of it it is about to fall down. ,http://en.wikipedia.org/wiki/New_Orleans,http://en.wikipedia.org/wiki/Parking_lot,Disappointment,charges,price,,,,,,,,,,,,,
t1.csv,5,Good location I think the hotel disappointed us because of all the good reviews. Also a lesson - we should have told them it was my birthday (which it was). In contrast to other reviews there was no wine/champagne in the room and our bedtime treat was strictly a bottle of evian - not a single chocolate the whole stay! The bed was comfortable (very similar to the Malmaison chain in the UK) and the location was excellent. However I didnt find the room (admittedly a lower floor) was any better or worse bigger or smaller than any other good 4-star city centre hotel. Im glad it was a short stay as there was very little clothes storage. I also thought that there was a lack of information in our room-only on the last day did I discover the internet access in the reception area. It was a busy time (Thanksgiving) and when contact with staff was neccessary such as check-in they were polite and friendly but I didnt really feel particularly welcomed into the hotel. I would have no hesitation in staying there again but it is a good city 4 star (not 5 star) hotel and please dont be disappointed by the fact that some reviews might indicate otherwise. ,http://en.wikipedia.org/wiki/United_Kingdom,http://en.wikipedia.org/wiki/Thanksgiving,http://en.wikipedia.org/wiki/Chocolate,http://en.wikipedia.org/wiki/Champagne,http://en.wikipedia.org/wiki/Evian,http://en.wikipedia.org/wiki/Wine,Malmaison,birthday,,,,,,,,,,
t1.csv,6,Post Holiday Blues were gone upon our arrival at this lovely hotel. Our stay was from Dec 26th-29th. Great service our luggage didnt make it but was delivered to our room the next morning--airline problems. Barry made reservations with excellent suggestions  went out of his way to update us of any changes. Our room was clean well adorned with a balcony no noise from outside or inside and the price was outstanding. Much better than previous 4 star lodgings at twice the rate. Ate buffet breakfast 3 mornings--very good and convient. Would highly recommend. ,December,http://en.wikipedia.org/wiki/Baggage,http://en.wikipedia.org/wiki/Balcony,price,lodging,http://en.wikipedia.org/wiki/Post-vacation_blues,,,,,,,,,,,,
t1.csv,7,Leonor is a true ambassador! This was my Mothers first trip to Hawaii. We selected the Hotel Renew based on tripadvisor.com comments. All the wonderful comments regarding Leonor are accurate. The hotel is nicely located the rooms are comfortable and clean (we stayed in one of the newly remodeled rooms) and the continental breakfast included fresh coffee juices and plenty of fresh pastries toast and fresh fruit. While everyone was warm friendly and helpful Leonor was amazing. She made us feel as though we were family. She went above and beyond in ensuring my Mother  I were comfortable and enjoying our stay. When she learned we were leaving early (5:00am) for our flight she arranged to have pastries and fresh fruit delivered to our room the evening prior to our departure which we both appreciated very much. It was a wonderful trip. I wanted to ensure my Mother who is 78 had a great trip and Leonor and hotel renew were integral to ensuring it was a success! Thank you! ,http://en.wikipedia.org/wiki/Breakfast,http://en.wikipedia.org/wiki/Pastry,http://en.wikipedia.org/wiki/Fruit,http://en.wikipedia.org/wiki/Juice,http://en.wikipedia.org/wiki/TripAdvisor,http://en.wikipedia.org/wiki/Coffee,http://en.wikipedia.org/wiki/Hawaii,flight,,,,,,,,,,
t1.csv,8,Great value but some poky rooms The deal they offered me -- EUR55 a night for a single en suite room including breakfast and taxes -- was excellent value given the location -- its at the northern end of La Rambla literally a few doors down from Pla?a de Catalunya with its local train and metro station and its bus stops for the airport sightseeing and several local buses. The location also places the hotel within easy walking distance of both the historic heart of the old city and the later Eixample with its celebrated Moderniste architecture. The first floor room was small and basic but clean and comfortable -- the catch was that there was no natural light with only a small window looking out onto a gloomy ventilation well. Fine if youre out all the time and only need a base to dump luggage shower and sleep but not a place to hang out during the day. Breakfast was standard self service cereals bread jam and simple pastries though with fresh fruit and yoghurt too. The multilingual staff on the 24-hour reception are friendly and helpful but as I found when I met up with a friend based in Barcelona they take a dim view of visitors in the rooms. ,http://en.wikipedia.org/wiki/Bread,http://en.wikipedia.org/wiki/Airport,http://en.wikipedia.org/wiki/Breakfast,http://en.wikipedia.org/wiki/Cereal,http://en.wikipedia.org/wiki/Pastry,http://en.wikipedia.org/wiki/Tourism,http://en.wikipedia.org/wiki/Fruit,http://en.wikipedia.org/wiki/Barcelona,http://en.wikipedia.org/wiki/Ventilation_%28architecture%29,http://en.wikipedia.org/wiki/La_Rambla%2C_Barcelona,http://en.wikipedia.org/wiki/Rapid_transit,http://en.wikipedia.org/wiki/Eixample,http://en.wikipedia.org/wiki/Architecture,http://en.wikipedia.org/wiki/Yogurt,http://en.wikipedia.org/wiki/Pla?a_de_Catalunya,_Barcelona,http://en.wikipedia.org/wiki/Train_station,http://en.wikipedia.org/wiki/Bus_stop
t1.csv,9,Great Hotel for location and food but lacking in room quality and decor We just returned from a nine day stay at the Waikiki Beach Marriott Hotel. I give a tip of the hat to the front desk clerks and the housekeeping staff ..... they were really good. The open air theme of the hotel lobby floor was a truly refreshing reminder that we were in Hawaii.The food in the Kuhio Grill was superb .... we had 9 breakfasts there and 3 buffet dinners and the food and the service was superb. You were never rushed and there never seemed to be line-ups.Elevators worked terrific no problems there.Being right across the road from the beach was really delightful and all the shops were so close by.Now for the down side. We stayed in a Deluxe Oceanfront room which was really great. just that we expected more quality from a Marriott Hotel. The room was quite sparesely furnished with a small clothes cupboard with ancient louvered doors and 6 coat hangers. There were 2 small drawers in the TV cupboard to store all the rest of our belongings. Luggage was barely able to be stored in the closet. We had 2 chairs and a writing desk and a small round table. The bathroom left a lot to be desired. They have replaced the taps and faucets ........ but the bathtub has been cleaned so much that it is down below the enamel and it did not drain so you were standing in 3 inches of water while showering. I hated even standing in it to shower. The tub and toilet are in a small cramped room with a door and the basin and mirror are located just outside. Again an old sink that should have been replaced years ago.Other that that our stay in Hawaii was really great. Next time we come we are planning on checking out a Condo as you really do not spend that much time in the Hotel but when you do you want the quality you paid for in the surroundings. ,http://en.wikipedia.org/wiki/Door,http://en.wikipedia.org/wiki/Janitor,http://en.wikipedia.org/wiki/Shower,http://en.wikipedia.org/wiki/Sink,http://en.wikipedia.org/wiki/Bathroom,http://en.wikipedia.org/wiki/Tap_%28valve%29,http://en.wikipedia.org/wiki/Buffet,http://en.wikipedia.org/wiki/Marriott_International,http://en.wikipedia.org/wiki/Vitreous_enamel,http://en.wikipedia.org/wiki/Bathtub,http://en.wikipedia.org/wiki/Waikiki,http://en.wikipedia.org/wiki/Drain_%28plumbing%29,http://en.wikipedia.org/wiki/Hawaii,http://en.wikipedia.org/wiki/Mirror,http://en.wikipedia.org/wiki/Interior_design,http://en.wikipedia.org/wiki/Condo_hotel,,
t1.csv,10,Great value great location tiny room My husband and I stayed at the Hotel Triton for three nights as part of our trip down the coast of California. We chose this hotel because of its affordability and great location and we were not disappointed.Our check-in was fast and easy and the helpful staff gave us maps and directions to some fabulous locations in San Francisco. The lobby was small but cute and we enjoyed their afternoon wine and cookies. There was also a tarot card reader available but we did not use her services.Our room was tiny but we expected that for the price and location. The tv was nice and the bed was extremely comfortable. The bathroom was small but adequate. Everything was clean and comfortable. We didnt spend much time in our room because there is so much to do in San Francisco but the time we did spend there was fine.We also loved that there was a Starbucks across the street and the gate to Chinatown at the hotels doorstep. The location of this hotel absolutely cant be beat. We were able to walk to everything we wanted to see from the piers to Chinatown to Ghiradelli Square. I would definitely recommend this hotel as long as you dont plan on spending a lot of time in the room. ,http://en.wikipedia.org/wiki/Chinatown%2C_San_Francisco,http://en.wikipedia.org/wiki/Wine,http://en.wikipedia.org/wiki/San_Francisco,http://en.wikipedia.org/wiki/California,lobby,http://en.wikipedia.org/wiki/Cookie,http://en.wikipedia.org/wiki/Tarot,http://en.wikipedia.org/wiki/Television,bed,bathroom,http://en.wikipedia.org/wiki/Starbucks,http://en.wikipedia.org/wiki/Ghirardelli_Square,,,,,,
t1.csv,11,Overall Good some negative points I like the hotel very much but a few negatives were experienced. Positive first: New amenities stand up shower conveniently placed mirrors great bed hidden washer and dryer. Great pools and gym area very convenient. They will drive you around town in their Bentleys if your going out plus the driver can get you into clubs (Ultra West) I forgot his name already though. Some negatives: Food at the bar and roomservice seemed average poor selection salty burger. There is not a functioning restaurant though they are working on it and when done will look great. I had asked to be moved to a larger suite with a better view of the CN Tower they could not accomodate me and didnt follow up on the following days to see if I would still like to move why not make such requests a priority if at all possible? The suite itself I felt was small I had stayed at the Hilton and Sheraton previously and had really really large rooms for under $80US. If you would like to try this place for $129Cn you wont have a bad experience but I think my favorite is still the Hilton large rooms great restaurant. ,http://en.wikipedia.org/wiki/Restaurant,http://en.wikipedia.org/wiki/CN_Tower,http://en.wikipedia.org/wiki/Bar_%28establishment%29,http://en.wikipedia.org/wiki/Gym,http://en.wikipedia.org/wiki/Sheraton_Hotels_and_Resorts,http://en.wikipedia.org/wiki/Food,http://en.wikipedia.org/wiki/Hamburger,bad,http://en.wikipedia.org/wiki/Washing_machine,http://en.wikipedia.org/wiki/Clothes_dryer,http://en.wikipedia.org/wiki/Swimming_pool,http://en.wikipedia.org/wiki/Bentley,http://en.wikipedia.org/wiki/Hilton_Hotels_&_Resorts,,,,,
