100001,0,Westlife,1,1,33,4,[anyware-westlife-boyband-Britian],1,[Brit_Award_winners-Irish_boy_bands-Irish_pop_music_groups-Musical_groups_established_in_1998-Musical_groups_disestablished_in_2012-Musical_groups_from_Dublin_(city)-Sony_BMG_artists-Vocal_quartets-Vocal_quintets-World_Music_Awards_winners-All_articles_with_dead_external_links-Articles_with_dead_external_links_from_September_2013-Pages_using_web_citations_with_no_URL-CS1_maint:_ASIN_uses_ISBN-Use_British_English_from_January_2013-Articles_with_hCards-All_articles_with_unsourced_statements-Articles_with_unsourced_statements_from_February_2014-Articles_with_unsourced_statements_from_May_2012-All_pages_needing_factual_verification-Wikipedia_articles_needing_factual_verification_from_February_2014-Articles_that_may_contain_original_research_from_July_2012-All_articles_that_may_contain_original_research-Articles_with_unsourced_statements_from_August_2012-Articles_needing_additional_references_from_February_2014-All_articles_needing_additional_references-Commons_category_template_with_no_category_set-Commons_category_with_page_title_same_as_on_Wikidata-Use_dmy_dates_from_January_2013],1,organisation,0.2400029,0,6.99744,0.170882,0.2400029,0,-1,-1,-1,-1,0.8944,0,-1,-1,-1,-1,-1,-1
100001,1,Boy_band,1,1,33,4,[anyware-westlife-boyband-Britian],1,[Boy_bands-Types_of_musical_groups-Pop_music_genres-Misnomer-All_articles_with_dead_external_links-Articles_with_dead_external_links_from_April_2014-Use_mdy_dates_from_June_2013-Articles_that_may_contain_original_research_from_October_2010-All_articles_that_may_contain_original_research-Articles_needing_additional_references_from_March_2013-All_articles_needing_additional_references],1,genre,0.098107457,0,4.55077,0.377897,0.098107457,0,0.468946578,0,-1,-1,0.6512,0,-1,-1,0.507958,0.907705,-1,-1
100001,2,Song,1,1,33,4,[anyware-westlife-boyband-Britian],1,[Central_African_music_(region)-East_African_music-Southern_African_music-East_Asian_music-South_Asian_music-European_music-Central_European_music-Eastern_European_music-Southern_European_music-Western_European_music-South_American_music-North_American_music-Oceanian_music-Music-Musical_form-Songs-Use_British_English_from_January_2014-Use_dmy_dates_from_March_2014-Commons_category_with_local_link_same_as_on_Wikidata],1,Thing,-1,-1,-1,-1,-1,-1,0.285574096,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100001,3,Pop_music,1,1,33,4,[anyware-westlife-boyband-Britian],1,[Western_culture-Pages_containing_links_to_subscription-only_content-Wikipedia_articles_needing_clarification_from_October_2014-All_Wikipedia_articles_needing_clarification-Articles_that_may_contain_original_research_from_October_2014-All_articles_that_may_contain_original_research-Articles_with_limited_geographic_scope_from_October_2014-Articles_needing_more_viewpoints_from_October_2014-All_articles_with_unsourced_statements-Articles_with_unsourced_statements_from_November_2012-Articles_with_hAudio_microformats-Commons_category_with_local_link_same_as_on_Wikidata],1,genre,0.142099544,0,1.23023,0.0739623,0.142099544,0,0.367240589,0,-1,-1,0.6952,0,-1,-1,-1,-1,-1,-1
100001,4,Album,1,1,33,4,[anyware-westlife-boyband-Britian],1,[Central_African_music_(region)-East_African_music-Southern_African_music-East_Asian_music-South_Asian_music-European_music-Central_European_music-Eastern_European_music-Southern_European_music-Western_European_music-South_American_music-North_American_music-Oceanian_music-Music-Albums-Media_formats-All_articles_with_unsourced_statements-Articles_with_unsourced_statements_from_May_2013-All_articles_that_may_contain_original_research-Articles_that_may_contain_original_research_from_March_2014-Commons_category_with_local_link_same_as_on_Wikidata],1,Thing,0.138250127,0,-1,-1,0.138250127,0,0.692212439,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100001,5,Waste,1,1,33,4,[anyware-westlife-boyband-Britian],1,[Waste_management_journals-Waste-related_lists-Waste_organisations-Recycling-Recycling_by_country-Recycling_by_material-Recycling_by_product-Recycling_organisations-Environmental_issues_with_population-Commons_category_with_local_link_same_as_on_Wikidata-Articles_with_DMOZ_links],1,Thing,0.04771208,0,-1,-1,0.04771208,0,0.134536463,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100001,7,God_in_Christianity,0,0,33,4,[anyware-westlife-boyband-Britian],1,[Christianity-Christian_philosophy-Christian_theology-Conceptions_of_God-Triple_deities-Pages_containing_cite_templates_with_deprecated_parameters-Use_dmy_dates_from_February_2011],1,,0.060549133,0,-1,-1,0.060549133,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100001,8,Plastic_Bertrand,0,0,33,4,[anyware-westlife-boyband-Britian],1,[Belgian_male_singers-Luxembourgian_Eurovision_Song_Contest_entrants-Eurovision_Song_Contest_entrants_of_1987-People_from_Brussels-1954_births-Living_people-New_wave_musicians-La_Ferme_C%C3%A9l%C3%A9brit%C3%A9s_participants-Attic_Records_(Canada)_artists-Belgian_people_of_French_descent-Belgian_people_of_Ukrainian_descent-Sire_Records_artists-French-language_singers_of_Belgium-Royal_Conservatory_of_The_Hague_alumni-BLP_articles_lacking_sources_from_September_2009-Articles_with_hCards-Wikipedia_articles_with_VIAF_identifiers-Wikipedia_articles_with_LCCN_identifiers-Wikipedia_articles_with_ISNI_identifiers-Wikipedia_articles_with_GND_identifiers-Wikipedia_articles_with_BNF_identifiers-Wikipedia_articles_with_MusicBrainz_identifiers],1,,0.081725873,0,-1,-1,0.081725873,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100001,9,Paparazzi,0,0,33,4,[anyware-westlife-boyband-Britian],1,[Photojournalism-Journalism_ethics-Criticism_of_journalism-Celebrity-Italian_words_and_phrases-All_articles_with_dead_external_links-Articles_with_dead_external_links_from_August_2012-All_articles_with_unsourced_statements-Articles_with_unsourced_statements_from_September_2014-Articles_with_unsourced_statements_from_September_2010-Commons_category_with_local_link_same_as_on_Wikidata],1,,0.085612327,0,-1,-1,0.085612327,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100001,10,Plastic,0,0,33,4,[anyware-westlife-boyband-Britian],1,[Plastics-Dielectrics-CS1_errors:_dates-All_articles_with_dead_external_links-Articles_with_dead_external_links_from_May_2012-Wikipedia_indefinitely_semi-protected_pages-Wikipedia_indefinitely_move-protected_pages-All_articles_with_unsourced_statements-Articles_with_unsourced_statements_from_January_2014-Commons_category_with_local_link_same_as_on_Wikidata],1,,-1,-1,-1,-1,-1,-1,0.636460975,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
